Inventory Item Details;;;;;;;;;;;;
شركة الكوب الاول;;;;;;;;;;;;
For the period 1 January 2025 to 31 December 2025;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Source;Reference;Contact;Description;Total;Unit Cost Price;Unit Sale Price;Value Movement;QoH Movement;Profit per Item;Revenue Account;Inventory Account
16 يونيو 2025;Payable Credit Note;MP 2532;سند صرف قهوه محموصه فرع التخصصي;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
16 يونيو 2025;Receivable Invoice;INV-3883;شركة قطرة المحدودة;Rosted Beanes Burundi Natural;(720.00);34.68;120.00;(208.10);(6.0000);85.32;202 - مبيعات القهوة المحمصه;636 - مخزون البن المحمص
18 يونيو 2025;Payable Credit Note;MP 2536;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(64.00);8.00;8.00;(64.00);(8.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
18 يونيو 2025;Payable Credit Note;MP 2536;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural 8 كيس;(70.00);35.00;35.00;(70.00);(2.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
21 يونيو 2025;Payable Credit Note;MP 2538;سند صرف قهوه محموصه فرع واو;Rosted Beanes Burundi Natural;(175.00);35.00;35.00;(175.00);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يونيو 2025;Payable Credit Note;MP 2543;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يونيو 2025;Payable Credit Note;MP 2542;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(525.00);35.00;35.00;(525.00);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 يونيو 2025;Payable Invoice;7218;تحميص وارد لمستودع البن المحمص;Rosted Beanes Burundi Natural;3,599.00;34.94;0.00;3,599.00;103.0000;0.00;;636 - مخزون البن المحمص
24 يونيو 2025;Payable Credit Note;MP 2545;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 يونيو 2025;Payable Credit Note;MP 2544;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(105.00);35.00;35.00;(105.00);(3.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 يونيو 2025;Payable Credit Note;MP 2544.;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural 14 كيس;(122.50);35.00;35.00;(122.50);(3.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
25 يونيو 2025;Payable Credit Note;MP 2550;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(210.00);35.00;35.00;(210.00);(6.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
26 يونيو 2025;Adjustment;Quantity Decrease;;جرد 25/6;(158.49);35.22;0.00;(158.49);(4.5000);0.00;;636 - مخزون البن المحمص
29 يونيو 2025;Receivable Invoice;INV-3960;شركة قطرة المحدودة;Rosted Beanes Burundi Natural;(1,800.00);35.22;120.00;(528.29);(15.0000);84.78;202 - مبيعات القهوة المحمصه;636 - مخزون البن المحمص
30 يونيو 2025;Payable Credit Note;MP 2560;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 يونيو 2025;Payable Credit Note;MP 2560;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(525.00);35.00;35.00;(525.00);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 يونيو 2025;Payable Credit Note;MP 2554;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 يونيو 2025;Payable Credit Note;MP 2554;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
03 يوليو 2025;Payable Credit Note;MP 2567;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(315.00);35.00;35.00;(315.00);(9.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
03 يوليو 2025;Payable Credit Note;MP 2567;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
06 يوليو 2025;Receivable Invoice;INV-4001;مقى حبات كرزية لتقديم المشروبات;Rosted Beanes Burundi Natural;(1,500.00);35.26;100.00;(528.88);(15.0000);64.74;202 - مبيعات القهوة المحمصه;636 - مخزون البن المحمص
07 يوليو 2025;Payable Credit Note;MP 2569;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(525.00);35.00;35.00;(525.00);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
07 يوليو 2025;Payable Credit Note;MP 2571;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(315.00);35.00;35.00;(315.00);(9.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
09 يوليو 2025;Receivable Invoice;INV-4018;شركة دار هاشم النزهة للشقق المخدومة;Rosted Beanes Burundi Natural;(870.00);35.32;87.00;(353.16);(10.0000);51.68;202 - مبيعات القهوة المحمصه;636 - مخزون البن المحمص
10 يوليو 2025;Payable Credit Note;MP 2579;سند صرف قهوه محموصه فرع التخصصي;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
10 يوليو 2025;Payable Credit Note;MP 2572;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(455.00);35.00;35.00;(455.00);(13.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
10 يوليو 2025;Payable Credit Note;MP 2578;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
13 يوليو 2025;Payable Credit Note;MP 2588;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
13 يوليو 2025;Payable Credit Note;MP 2588;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
14 يوليو 2025;Payable Credit Note;MP 2589;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(630.00);35.00;35.00;(630.00);(18.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
20 يوليو 2025;Payable Credit Note;MP 2592;يوميات فرع فندق واو;Rosted Beanes Burundi Natural;(175.00);35.00;35.00;(175.00);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
20 يوليو 2025;Payable Credit Note;MP 2592;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(490.00);35.00;35.00;(490.00);(14.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
20 يوليو 2025;Payable Credit Note;MP 2593;سند صرف قهوه محموصه فرع التخصصي;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يوليو 2025;Payable Credit Note;MP 2597;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(280.00);35.00;35.00;(280.00);(8.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يوليو 2025;Payable Credit Note;MP 2596;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(665.00);35.00;35.00;(665.00);(19.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 يوليو 2025;Payable Credit Note;MP 2606;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(560.00);35.00;35.00;(560.00);(16.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 يوليو 2025;Payable Credit Note;MP 2605;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
01 أغسطس 2025;Payable Credit Note;MP 2612;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
01 أغسطس 2025;Payable Credit Note;MP 2613;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(490.00);35.00;35.00;(490.00);(14.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
05 أغسطس 2025;Payable Invoice;7219;تحميص وارد لمستودع البن المحمص;Rosted Beanes Burundi Natural;10,620.01;34.26;0.00;10,620.01;310.0000;0.00;;636 - مخزون البن المحمص
07 أغسطس 2025;Payable Invoice;7220;تحميص وارد لمستودع البن المحمص;Rosted Beanes Burundi Natural;1,681.50;32.97;0.00;1,681.50;51.0000;0.00;;636 - مخزون البن المحمص
07 أغسطس 2025;Payable Credit Note;MP 2620;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(595.00);35.00;35.00;(595.00);(17.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
07 أغسطس 2025;Payable Credit Note;MP 2619;سند صرف قهوه محموصه فرع واو;Rosted Beanes Burundi Natural;(70.00);35.00;35.00;(70.00);(2.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
07 أغسطس 2025;Payable Credit Note;MP 2619;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
07 أغسطس 2025;Payable Credit Note;MP 2619;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
11 أغسطس 2025;Payable Credit Note;MP 2624;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(420.00);35.00;35.00;(420.00);(12.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
11 أغسطس 2025;Payable Credit Note;MP 2623;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
11 أغسطس 2025;Payable Credit Note;MP 2624;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
15 أغسطس 2025;Payable Credit Note;MP 2627;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(525.00);35.00;35.00;(525.00);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
16 أغسطس 2025;Payable Credit Note;MP 2630;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
18 أغسطس 2025;Payable Invoice;7221;تحميص وارد لمستودع البن المحمص;Rosted Beanes Burundi Natural;11,210.02;35.03;0.00;11,210.02;320.0000;0.00;;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2635;سند صرف قهوه محموصه فرع واو;Rosted Beanes Burundi Natural;(70.00);35.00;35.00;(70.00);(2.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2635;سند صرف قهوه محموصه فرع واو;Rosted Beanes Burundi Natural;(17.50);35.00;35.00;(17.50);(0.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2633;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(105.00);35.00;35.00;(105.00);(3.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2637;سند صرف قهوه محموصه فرع التخصصي;Rosted Beanes Burundi Natural;(17.50);35.00;35.00;(17.50);(0.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2634;سند صرف قهوه محموصه فرع رفا;Rosted Beanes Burundi Natural;(35.00);35.00;35.00;(35.00);(1.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2631;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(1,050.00);35.00;35.00;(1,050.00);(30.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2631;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(105.00);35.00;35.00;(105.00);(3.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
19 أغسطس 2025;Payable Credit Note;MP 2636;سند صرف قهوه محموصه فرع التخصصي;Rosted Beanes Burundi Natural;(350.00);35.00;35.00;(350.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 أغسطس 2025;Payable Credit Note;MP 2645;سند صرف قهوه محموصه فرع حطين;Rosted Beanes Burundi Natural;(770.00);35.00;35.00;(770.00);(22.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 أغسطس 2025;Payable Credit Note;MP 2644;سند صرف قهوه محموصه فرع الصحافة;Rosted Beanes Burundi Natural;(700.00);35.00;35.00;(700.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
